,Predicted
2997,9
2998,9
2999,9
3000,1
3001,9
3002,7
3003,2
3004,6
3005,5
3006,9
3007,9
3008,6
3009,4
3010,0
3011,1
3012,1
3013,0
3014,9
3015,4
3016,6
3017,7
3018,1
3019,9
3020,7
3021,9
3022,9
3023,7
3024,9
3025,7
3026,1
3027,3
3028,1
3029,9
3030,5
3031,9
3032,9
3033,6
3034,9
3035,0
3036,6
3037,9
3038,0
3039,9
3040,4
3041,9
3042,8
3043,9
3044,1
3045,9
3046,9
3047,9
3048,9
3049,9
3050,1
3051,6
3052,9
3053,3
3054,1
3055,7
3056,1
3057,0
3058,3
3059,4
3060,3
3061,1
3062,1
3063,1
3064,9
3065,9
3066,1
3067,4
3068,9
3069,1
3070,5
3071,9
3072,2
3073,1
3074,6
3075,5
3076,1
3077,9
3078,4
3079,1
3080,3
3081,9
3082,5
3083,3
3084,1
3085,2
3086,9
3087,7
3088,6
3089,8
3090,1
3091,8
3092,9
3093,9
3094,2
3095,0
3096,1
3097,7
3098,1
3099,3
3100,1
3101,4
3102,5
3103,1
3104,1
3105,8
3106,1
3107,9
3108,4
3109,1
3110,0
3111,5
3112,1
3113,6
3114,1
3115,3
3116,4
3117,9
3118,6
3119,2
3120,8
3121,5
3122,3
3123,9
3124,2
3125,1
3126,1
3127,5
3128,3
3129,1
3130,7
3131,1
3132,1
3133,1
3134,5
3135,9
3136,6
3137,9
3138,3
3139,0
3140,0
3141,1
3142,1
3143,9
3144,2
3145,1
3146,6
3147,8
3148,0
3149,0
3150,9
3151,2
3152,1
3153,3
3154,0
3155,6
3156,2
3157,2
3158,6
3159,5
3160,3
3161,6
3162,6
3163,6
3164,4
3165,0
3166,9
3167,1
3168,1
3169,3
3170,9
3171,5
3172,4
3173,0
3174,5
3175,9
3176,9
3177,9
3178,1
3179,6
3180,8
3181,9
3182,1
3183,5
3184,3
3185,6
3186,0
3187,1
3188,3
3189,1
3190,3
3191,7
3192,9
3193,7
3194,1
3195,6
3196,1
3197,5
3198,1
3199,4
3200,1
3201,1
3202,9
3203,1
3204,5
3205,8
3206,5
3207,1
3208,1
3209,6
3210,3
3211,5
3212,1
3213,3
3214,1
3215,6
3216,1
3217,1
3218,8
3219,6
3220,8
3221,6
3222,9
3223,2
3224,2
3225,6
3226,4
3227,2
3228,5
3229,9
3230,1
3231,1
3232,6
3233,9
3234,2
3235,8
3236,9
3237,6
3238,0
3239,9
3240,9
3241,6
3242,1
3243,9
3244,4
3245,7
3246,1
3247,0
3248,1
3249,1
3250,9
3251,3
3252,1
3253,2
3254,1
3255,8
3256,1
3257,6
3258,1
3259,0
3260,1
3261,6
3262,4
3263,0
3264,9
3265,5
3266,1
3267,1
3268,9
3269,1
3270,6
3271,5
3272,1
3273,6
3274,6
3275,9
3276,6
3277,9
3278,6
3279,9
3280,9
3281,1
3282,6
3283,3
3284,2
3285,1
3286,3
3287,4
3288,1
3289,9
3290,7
3291,1
3292,1
3293,0
3294,1
3295,5
3296,6
3297,8
3298,5
3299,1
3300,1
3301,9
3302,9
3303,4
3304,1
3305,1
3306,2
3307,1
3308,3
3309,9
3310,1
3311,3
3312,1
3313,6
3314,2
3315,1
3316,4
3317,2
3318,3
3319,2
3320,3
3321,9
3322,2
3323,1
3324,9
3325,3
3326,9
3327,1
3328,9
3329,1
3330,1
3331,6
3332,1
3333,1
3334,4
3335,5
3336,1
3337,0
3338,2
3339,2
3340,0
3341,6
3342,1
3343,7
3344,9
3345,6
3346,3
3347,9
3348,1
3349,9
3350,1
3351,6
3352,6
3353,3
3354,3
3355,2
3356,8
3357,9
3358,1
3359,5
3360,5
3361,1
3362,9
3363,5
3364,2
3365,4
3366,9
3367,7
3368,6
3369,2
3370,3
3371,6
3372,1
3373,1
3374,1
3375,9
3376,3
3377,4
3378,9
3379,9
3380,1
3381,6
3382,0
3383,4
3384,1
3385,0
3386,1
3387,9
3388,5
3389,2
3390,4
3391,6
3392,9
3393,0
3394,4
3395,6
3396,3
3397,1
3398,9
3399,1
3400,9
3401,1
3402,9
3403,7
3404,1
3405,1
3406,6
3407,1
3408,4
3409,9
3410,1
3411,9
3412,6
3413,6
3414,5
3415,4
3416,6
3417,4
3418,6
3419,9
3420,5
3421,5
3422,3
3423,9
3424,9
3425,9
3426,5
3427,3
3428,9
3429,0
3430,6
3431,1
3432,9
3433,6
3434,3
3435,0
3436,1
3437,9
3438,2
3439,6
3440,4
3441,2
3442,2
3443,5
3444,9
3445,9
3446,9
3447,2
3448,3
3449,3
3450,9
3451,1
3452,3
3453,0
3454,2
3455,2
3456,9
3457,3
3458,1
3459,2
3460,9
3461,2
3462,9
3463,4
3464,4
3465,3
3466,4
3467,6
3468,0
3469,0
3470,9
3471,4
3472,6
3473,0
3474,8
3475,5
3476,6
3477,6
3478,1
3479,9
3480,0
3481,3
3482,1
3483,0
3484,1
3485,5
3486,9
3487,0
3488,1
3489,6
3490,6
3491,3
3492,4
3493,9
3494,5
3495,0
3496,3
3497,9
3498,1
3499,9
3500,4
3501,7
3502,1
3503,1
3504,6
3505,9
3506,6
3507,9
3508,4
3509,1
3510,3
3511,9
3512,0
3513,9
3514,9
3515,0
3516,1
3517,2
3518,2
3519,6
3520,1
3521,4
3522,1
3523,3
3524,9
3525,6
3526,1
3527,0
3528,5
3529,6
3530,1
3531,2
3532,3
3533,3
3534,1
3535,6
3536,1
3537,7
3538,4
3539,0
3540,9
3541,0
3542,4
3543,9
3544,6
3545,6
3546,1
3547,9
3548,6
3549,1
3550,9
3551,9
3552,0
3553,4
3554,8
3555,9
3556,3
3557,1
3558,1
3559,0
3560,9
3561,1
3562,6
3563,4
3564,6
3565,9
3566,8
3567,9
3568,9
3569,3
3570,9
3571,1
3572,5
3573,7
3574,6
3575,1
3576,1
3577,9
3578,8
3579,3
3580,1
3581,3
3582,1
3583,9
3584,9
3585,3
3586,3
3587,9
3588,5
3589,8
3590,2
3591,0
3592,1
3593,8
3594,9
3595,6
3596,2
3597,1
3598,6
3599,5
3600,9
3601,3
3602,9
3603,9
3604,9
3605,5
3606,0
3607,1
3608,1
3609,9
3610,9
3611,1
3612,4
3613,9
3614,9
3615,9
3616,4
3617,1
3618,8
3619,6
3620,1
3621,2
3622,8
3623,9
3624,6
3625,9
3626,0
3627,5
3628,4
3629,4
3630,9
3631,1
3632,2
3633,9
3634,9
3635,1
3636,2
3637,4
3638,6
3639,6
3640,1
3641,0
3642,1
3643,9
3644,9
3645,1
3646,4
3647,5
3648,6
3649,9
3650,9
3651,6
3652,3
3653,4
3654,7
3655,9
3656,9
3657,8
3658,1
3659,6
3660,9
3661,9
3662,6
3663,6
3664,3
3665,3
3666,3
3667,4
3668,4
3669,5
3670,1
3671,3
3672,3
3673,9
3674,1
3675,9
3676,1
3677,6
3678,9
3679,4
3680,6
3681,0
3682,3
3683,1
3684,6
3685,6
3686,1
3687,3
3688,9
3689,4
3690,2
3691,9
3692,9
3693,3
3694,5
3695,6
3696,6
3697,2
3698,4
3699,3
3700,8
3701,6
3702,4
3703,2
3704,1
3705,9
3706,1
3707,4
3708,4
3709,6
3710,0
3711,1
3712,6
3713,8
3714,4
3715,5
3716,9
3717,9
3718,9
3719,4
3720,3
3721,9
3722,4
3723,5
3724,1
3725,5
3726,8
3727,1
3728,9
3729,1
3730,6
3731,9
3732,3
3733,9
3734,6
3735,1
3736,6
3737,1
3738,6
3739,5
3740,3
3741,2
3742,8
3743,9
3744,6
3745,1
3746,9
3747,9
3748,6
3749,1
3750,1
3751,4
3752,3
3753,4
3754,1
3755,4
3756,6
3757,1
3758,5
3759,4
3760,2
3761,9
3762,1
3763,6
3764,3
3765,2
3766,6
3767,0
3768,4
3769,6
3770,6
3771,8
3772,4
3773,1
3774,9
3775,9
3776,4
3777,1
3778,4
3779,9
3780,1
3781,0
3782,4
3783,4
3784,4
3785,6
3786,1
3787,9
3788,9
3789,6
3790,9
3791,6
3792,6
3793,2
3794,1
3795,9
3796,6
3797,1
3798,3
3799,9
3800,0
3801,9
3802,3
3803,1
3804,1
3805,2
3806,0
3807,1
3808,7
3809,1
3810,0
3811,2
3812,0
3813,5
3814,3
3815,1
3816,1
3817,1
3818,4
3819,9
3820,3
3821,9
3822,1
3823,4
3824,9
3825,3
3826,1
3827,6
3828,5
3829,9
3830,1
3831,9
3832,1
3833,2
3834,9
3835,2
3836,1
3837,1
3838,2
3839,8
3840,1
3841,6
3842,0
3843,2
3844,8
3845,1
3846,1
3847,3
3848,0
3849,9
3850,1
3851,1
3852,3
3853,0
3854,4
3855,3
3856,9
3857,1
3858,6
3859,9
3860,1
3861,3
3862,3
3863,3
3864,5
3865,6
3866,4
3867,6
3868,1
3869,9
3870,1
3871,8
3872,9
3873,4
3874,5
3875,3
3876,9
3877,1
3878,7
3879,2
3880,8
3881,1
3882,3
3883,7
3884,1
3885,6
3886,2
3887,9
3888,3
3889,3
3890,1
3891,9
3892,1
3893,4
3894,9
3895,1
3896,5
3897,2
3898,6
3899,4
3900,9
3901,0
3902,1
3903,1
3904,9
3905,1
3906,9
3907,3
3908,5
3909,1
3910,1
3911,9
3912,1
3913,3
3914,2
3915,6
3916,2
3917,0
3918,6
3919,4
3920,1
3921,7
3922,6
3923,6
3924,6
3925,6
3926,9
3927,7
3928,3
3929,1
3930,6
3931,8
3932,0
3933,1
3934,1
3935,6
3936,6
3937,2
3938,3
3939,2
3940,6
3941,0
3942,1
3943,6
3944,3
3945,2
3946,6
3947,9
3948,3
3949,4
3950,9
3951,1
3952,1
3953,6
3954,5
3955,1
3956,2
3957,9
3958,9
3959,9
3960,7
3961,2
3962,9
3963,2
3964,9
3965,1
3966,9
3967,9
3968,4
3969,3
3970,1
3971,1
3972,2
3973,9
3974,9
3975,1
3976,9
3977,0
3978,1
3979,4
3980,0
3981,4
3982,1
3983,7
3984,9
3985,3
3986,1
3987,9
3988,9
3989,0
3990,6
3991,6
3992,4
3993,5
3994,9
3995,6
3996,1
3997,9
3998,2
3999,9
4000,9
4001,5
4002,6
4003,1
4004,9
4005,1
4006,2
4007,5
4008,9
4009,9
4010,2
4011,1
4012,9
4013,1
4014,3
4015,9
4016,1
4017,3
4018,7
4019,0
4020,3
4021,6
4022,9
4023,3
4024,4
4025,3
4026,3
4027,9
4028,4
4029,1
4030,9
4031,6
4032,1
4033,7
4034,1
4035,4
4036,1
4037,7
4038,1
4039,9
4040,9
4041,6
4042,9
4043,9
4044,9
4045,0
4046,1
4047,1
4048,1
4049,9
4050,2
4051,1
4052,1
4053,6
4054,2
4055,1
4056,7
4057,3
4058,8
4059,9
4060,0
4061,9
4062,6
4063,5
4064,3
4065,9
4066,5
4067,0
4068,6
4069,4
4070,7
4071,5
4072,6
4073,6
4074,5
4075,1
4076,1
4077,5
4078,9
4079,8
4080,4
4081,9
4082,9
4083,1
4084,4
4085,6
4086,9
4087,1
4088,9
4089,1
4090,0
4091,1
4092,0
4093,1
4094,3
4095,0
4096,1
4097,4
4098,9
4099,9
4100,1
4101,1
4102,4
4103,2
4104,9
4105,7
4106,8
4107,1
4108,9
4109,2
4110,9
4111,5
4112,2
4113,9
4114,0
4115,1
4116,1
4117,3
4118,1
4119,9
4120,2
4121,4
4122,9
4123,6
4124,8
4125,6
4126,0
4127,9
4128,3
4129,5
4130,9
4131,7
4132,2
4133,2
4134,2
4135,5
4136,6
4137,4
4138,4
4139,0
4140,3
4141,5
4142,1
4143,4
4144,5
4145,3
4146,6
4147,9
4148,5
4149,3
4150,2
4151,1
4152,8
4153,4
4154,5
4155,5
4156,7
4157,8
4158,1
4159,9
4160,9
4161,1
4162,1
4163,3
4164,6
4165,1
4166,6
4167,4
4168,5
4169,4
4170,6
4171,6
4172,4
4173,9
4174,3
4175,2
4176,9
4177,1
4178,2
4179,5
4180,8
4181,3
4182,9
4183,4
4184,5
4185,1
4186,5
4187,1
4188,1
4189,1
4190,9
4191,6
4192,9
4193,1
4194,9
4195,9
4196,8
4197,8
4198,0
4199,6
4200,0
4201,1
4202,4
4203,3
4204,6
4205,5
4206,0
4207,2
4208,5
4209,4
4210,9
4211,8
4212,0
4213,1
4214,3
4215,0
4216,1
4217,6
4218,4
4219,9
4220,9
4221,4
4222,1
4223,0
4224,1
4225,9
4226,2
4227,9
4228,4
4229,9
4230,3
4231,1
4232,0
4233,0
4234,1
4235,1
4236,9
4237,6
4238,1
4239,1
4240,6
4241,4
4242,3
4243,2
4244,5
4245,4
4246,1
4247,1
4248,3
4249,4
4250,4
4251,0
4252,2
4253,2
4254,9
4255,0
4256,9
4257,1
4258,1
4259,1
4260,7
4261,4
4262,0
4263,1
4264,9
4265,1
4266,9
4267,9
4268,1
4269,1
4270,6
4271,1
4272,0
4273,4
4274,1
4275,7
4276,1
4277,9
4278,1
4279,4
4280,4
4281,2
4282,9
4283,6
4284,8
4285,5
4286,5
4287,1
4288,1
4289,9
4290,1
4291,6
4292,6
4293,9
4294,2
4295,1
4296,1
4297,8
4298,3
4299,1
4300,1
4301,0
4302,1
4303,9
4304,2
4305,1
4306,9
4307,3
4308,8
4309,6
4310,9
4311,1
4312,6
4313,9
4314,5
4315,3
4316,2
4317,0
4318,9
4319,9
4320,1
4321,2
4322,1
4323,2
4324,9
4325,1
4326,9
4327,9
4328,8
4329,1
4330,1
4331,6
4332,9
4333,1
4334,6
4335,4
4336,1
4337,9
4338,9
4339,1
4340,9
4341,1
4342,9
4343,6
4344,6
4345,0
4346,9
4347,3
4348,9
4349,5
4350,9
4351,3
4352,1
4353,9
4354,0
4355,8
4356,9
4357,2
4358,9
4359,6
4360,8
4361,4
4362,2
4363,2
4364,1
4365,4
4366,2
4367,1
4368,9
4369,9
4370,4
4371,1
4372,5
4373,1
4374,5
4375,2
4376,0
4377,9
4378,4
4379,3
4380,1
4381,6
4382,3
4383,3
4384,4
4385,0
4386,1
4387,6
4388,6
4389,2
4390,5
4391,1
4392,6
4393,3
4394,1
4395,5
4396,6
4397,9
4398,1
4399,1
4400,9
4401,9
4402,6
4403,2
4404,9
4405,5
4406,2
4407,9
4408,1
4409,1
4410,3
4411,9
4412,3
4413,0
4414,6
4415,1
4416,6
4417,9
4418,5
4419,1
4420,5
4421,1
4422,4
4423,2
4424,3
4425,9
4426,1
4427,3
4428,2
4429,1
4430,5
4431,8
4432,9
4433,9
4434,9
4435,8
4436,2
4437,5
4438,6
4439,8
4440,4
4441,9
4442,1
4443,1
4444,9
4445,4
4446,1
4447,6
4448,9
4449,6
4450,3
4451,0
4452,1
4453,2
4454,1
4455,1
4456,9
4457,9
4458,3
4459,4
4460,7
4461,1
4462,9
4463,6
4464,9
4465,1
4466,4
4467,2
4468,9
4469,1
4470,6
4471,9
4472,5
4473,4
4474,8
4475,4
4476,4
4477,9
4478,7
4479,4
4480,5
4481,4
4482,0
4483,2
4484,9
4485,1
4486,0
4487,8
4488,7
4489,5
4490,0
4491,8
4492,1
4493,2
4494,1
4495,3
4496,3
4497,5
4498,3
4499,1
4500,0
4501,9
4502,5
4503,9
4504,9
4505,9
4506,1
4507,1
4508,1
4509,1
4510,9
4511,9
4512,1
4513,0
4514,6
4515,9
4516,2
4517,4
4518,1
4519,5
4520,9
4521,1
4522,6
4523,1
4524,6
4525,9
4526,9
4527,4
4528,1
4529,5
4530,1
4531,1
4532,5
4533,2
4534,5
4535,4
4536,9
4537,2
4538,6
4539,5
4540,9
4541,1
4542,1
4543,0
4544,9
4545,8
4546,1
4547,1
4548,3
4549,5
4550,8
4551,1
4552,2
4553,1
4554,9
4555,1
4556,1
4557,5
4558,1
4559,5
4560,1
4561,4
4562,9
4563,5
4564,1
4565,0
4566,2
4567,9
4568,8
4569,1
4570,0
4571,9
4572,9
4573,1
4574,9
4575,6
4576,1
4577,1
4578,3
4579,7
4580,6
4581,3
4582,9
4583,5
4584,6
4585,9
4586,1
4587,6
4588,2
4589,9
4590,9
4591,6
4592,1
4593,6
4594,1
4595,8
4596,1
4597,9
4598,0
4599,3
4600,6
4601,3
4602,4
4603,1
4604,0
4605,7
4606,9
4607,3
4608,3
4609,2
4610,0
4611,9
4612,3
4613,9
4614,8
4615,4
4616,9
4617,1
4618,5
4619,1
4620,6
4621,0
4622,3
4623,6
4624,0
4625,6
4626,4
4627,3
4628,4
4629,4
4630,9
4631,9
4632,9
4633,1
4634,0
4635,7
4636,9
4637,1
4638,8
4639,4
4640,1
4641,0
4642,3
4643,1
4644,5
4645,9
4646,4
4647,9
4648,1
4649,1
4650,9
4651,1
4652,5
4653,1
4654,0
4655,7
4656,9
4657,6
4658,9
4659,2
4660,9
4661,7
4662,5
4663,9
4664,5
4665,9
4666,9
4667,1
4668,1
4669,9
4670,1
4671,6
4672,1
4673,2
4674,3
4675,0
4676,9
4677,3
4678,6
4679,1
4680,2
4681,2
4682,0
4683,2
4684,1
4685,4
4686,9
4687,9
4688,9
4689,2
4690,9
4691,1
4692,3
4693,1
4694,0
4695,1
4696,0
4697,1
4698,5
4699,1
4700,2
4701,3
4702,7
4703,3
4704,9
4705,9
4706,3
4707,8
4708,9
4709,9
4710,2
4711,3
4712,1
4713,4
4714,5
4715,9
4716,4
4717,7
4718,3
4719,2
4720,8
4721,1
4722,2
4723,9
4724,0
4725,1
4726,6
4727,1
4728,9
4729,3
4730,9
4731,1
4732,3
4733,1
4734,9
4735,5
4736,1
4737,3
4738,1
4739,2
4740,1
4741,2
4742,1
4743,1
4744,9
4745,1
4746,0
4747,9
4748,8
4749,3
4750,4
4751,2
4752,6
4753,9
4754,4
4755,6
4756,6
4757,6
4758,1
4759,7
4760,4
4761,9
4762,3
4763,5
4764,6
4765,7
4766,9
4767,1
4768,1
4769,3
4770,9
4771,7
4772,6
4773,9
4774,0
4775,5
4776,5
4777,6
4778,1
4779,9
4780,2
4781,1
4782,6
4783,1
4784,5
4785,6
4786,6
4787,4
4788,9
4789,1
4790,6
4791,4
4792,4
4793,1
4794,9
4795,0
4796,9
4797,1
4798,6
4799,1
4800,2
4801,9
4802,2
4803,2
4804,1
4805,9
4806,9
4807,3
4808,0
4809,4
4810,9
4811,1
4812,3
4813,5
4814,1
4815,6
4816,3
4817,9
4818,4
4819,9
4820,3
4821,2
4822,1
4823,1
4824,1
4825,1
4826,1
4827,2
4828,9
4829,3
4830,2
4831,1
4832,3
4833,1
4834,2
4835,9
4836,5
4837,1
4838,6
4839,1
4840,9
4841,4
4842,2
4843,2
4844,0
4845,1
4846,8
4847,1
4848,4
4849,1
4850,4
4851,0
4852,7
4853,9
4854,9
4855,9
4856,3
4857,9
4858,1
4859,3
4860,1
4861,1
4862,5
4863,2
4864,9
4865,6
4866,1
4867,6
4868,5
4869,0
4870,1
4871,4
4872,9
4873,1
4874,3
4875,1
4876,6
4877,1
4878,7
4879,2
4880,9
4881,0
4882,4
4883,8
4884,1
4885,7
4886,9
4887,1
4888,1
4889,1
4890,6
4891,6
4892,8
4893,4
4894,6
4895,6
4896,5
4897,3
4898,3
4899,3
4900,8
4901,2
4902,1
4903,3
4904,4
4905,5
4906,2
4907,3
4908,1
4909,1
4910,4
4911,1
4912,2
4913,6
4914,6
4915,6
4916,9
4917,1
4918,3
4919,3
4920,9
4921,0
4922,1
4923,9
4924,2
4925,9
4926,9
4927,3
4928,3
4929,9
4930,8
4931,0
4932,9
4933,9
4934,9
4935,1
4936,6
4937,0
4938,1
4939,9
4940,4
4941,1
4942,1
4943,1
4944,1
4945,5
4946,9
4947,1
4948,5
4949,1
4950,9
4951,3
4952,9
4953,9
4954,9
4955,1
4956,8
4957,4
4958,9
4959,3
4960,0
4961,9
4962,3
4963,1
4964,0
4965,2
4966,5
4967,2
4968,0
4969,1
4970,6
4971,1
4972,2
4973,6
4974,9
4975,6
4976,1
4977,8
4978,9
4979,0
4980,1
4981,5
4982,9
4983,4
4984,3
4985,2
4986,6
4987,0
4988,6
4989,9
4990,9
4991,0
4992,7
4993,1
4994,3
4995,1
4996,8
4997,8
4998,5
4999,1
5000,9
5001,1
5002,2
5003,1
5004,6
5005,1
5006,4
5007,6
5008,9
5009,3
5010,4
5011,9
5012,6
5013,6
5014,1
5015,1
5016,9
5017,9
5018,1
5019,9
5020,4
5021,4
5022,0
5023,2
5024,0
5025,9
5026,9
5027,6
5028,6
5029,1
5030,6
5031,1
5032,1
5033,2
5034,8
5035,8
5036,2
5037,1
5038,1
5039,7
5040,9
5041,1
5042,2
5043,9
5044,2
5045,8
5046,2
5047,9
5048,2
5049,2
5050,0
5051,7
5052,3
5053,2
5054,9
5055,1
5056,9
5057,1
5058,4
5059,3
5060,1
5061,9
5062,0
5063,1
5064,5
5065,1
5066,4
5067,1
5068,9
5069,0
5070,9
5071,1
5072,4
5073,1
5074,1
5075,6
5076,0
5077,3
5078,9
5079,4
5080,6
5081,4
5082,2
5083,1
5084,1
5085,2
5086,4
5087,3
5088,5
5089,2
5090,9
5091,2
5092,7
5093,4
5094,1
5095,1
5096,8
5097,0
5098,9
5099,9
5100,1
5101,3
5102,4
5103,9
5104,1
5105,2
5106,9
5107,9
5108,2
5109,1
5110,1
5111,2
5112,4
5113,2
5114,6
5115,2
5116,1
5117,2
5118,8
5119,2
5120,2
5121,2
5122,3
5123,5
5124,9
5125,9
5126,1
5127,9
5128,1
5129,2
5130,6
5131,9
5132,9
5133,1
5134,1
5135,5
5136,3
5137,1
5138,6
5139,4
5140,1
5141,3
5142,9
5143,9
5144,1
5145,0
5146,9
5147,5
5148,1
5149,1
5150,6
5151,4
5152,9
5153,6
5154,1
5155,0
5156,2
5157,3
5158,6
5159,7
5160,6
5161,1
5162,2
5163,1
5164,5
5165,2
5166,5
5167,5
5168,9
5169,1
5170,6
5171,2
5172,1
5173,1
5174,2
5175,4
5176,9
5177,0
5178,3
5179,1
5180,9
5181,8
5182,1
5183,8
5184,1
5185,9
5186,3
5187,1
5188,9
5189,9
5190,2
5191,9
5192,1
5193,0
5194,4
5195,9
5196,3
5197,1
5198,2
5199,3
5200,0
5201,6
5202,1
5203,1
5204,4
5205,1
5206,4
5207,6
5208,3
5209,1
5210,9
5211,1
5212,9
5213,6
5214,2
5215,5
5216,2
5217,9
5218,1
5219,1
5220,4
5221,9
5222,1
5223,5
5224,1
5225,9
5226,9
5227,9
5228,9
5229,4
5230,9
5231,1
5232,3
5233,1
5234,6
5235,3
5236,1
5237,9
5238,9
5239,1
5240,3
5241,1
5242,3
5243,3
5244,3
5245,9
5246,5
5247,9
5248,2
5249,8
5250,9
5251,9
5252,1
5253,4
5254,1
5255,9
5256,8
5257,9
5258,1
5259,7
5260,9
5261,9
5262,6
5263,9
5264,0
5265,1
5266,1
5267,1
5268,1
5269,5
5270,3
5271,3
5272,1
5273,1
5274,6
5275,9
5276,3
5277,5
5278,1
5279,9
5280,9
5281,6
5282,9
5283,9
5284,9
5285,6
5286,6
5287,0
5288,5
5289,1
5290,5
5291,2
5292,1
5293,1
5294,9
5295,9
5296,6
5297,9
5298,3
5299,0
5300,9
5301,1
5302,6
5303,2
5304,9
5305,9
5306,8
5307,5
5308,2
5309,9
5310,9
5311,9
5312,0
5313,5
5314,9
5315,4
5316,1
5317,9
5318,1
5319,0
5320,3
5321,3
5322,4
5323,4
5324,4
5325,9
5326,6
5327,1
5328,1
5329,5
5330,1
5331,9
5332,3
5333,1
5334,1
5335,1
5336,5
5337,9
5338,9
5339,4
5340,2
5341,8
5342,6
5343,5
5344,9
5345,2
5346,5
5347,1
5348,2
5349,2
5350,9
5351,9
5352,3
5353,3
5354,2
5355,3
5356,9
5357,7
5358,4
5359,9
5360,3
5361,1
5362,7
5363,1
5364,9
5365,6
5366,9
5367,9
5368,9
5369,2
5370,2
5371,6
5372,0
5373,7
5374,9
5375,1
5376,3
5377,9
5378,1
5379,9
5380,0
5381,2
5382,1
5383,1
5384,9
5385,1
5386,9
5387,5
5388,8
5389,6
5390,1
5391,7
5392,6
5393,5
5394,3
5395,6
5396,2
5397,0
5398,6
5399,2
5400,0
5401,1
5402,7
5403,5
5404,1
5405,9
5406,2
5407,1
5408,6
5409,6
5410,2
5411,6
5412,1
5413,2
5414,9
5415,6
5416,3
5417,8
5418,9
5419,1
5420,1
5421,1
5422,3
5423,5
5424,6
5425,3
5426,9
5427,3
5428,9
5429,5
5430,3
5431,3
5432,5
5433,1
5434,0
5435,1
5436,4
5437,1
5438,9
5439,1
5440,9
5441,3
5442,1
5443,1
5444,1
5445,1
5446,1
5447,9
5448,3
5449,2
5450,9
5451,1
5452,1
5453,4
5454,1
5455,4
5456,1
5457,9
5458,4
5459,9
5460,1
5461,1
5462,3
5463,1
5464,9
5465,1
5466,8
5467,1
5468,7
5469,0
5470,9
5471,3
5472,9
5473,9
5474,9
5475,0
5476,9
5477,9
5478,4
5479,7
5480,6
5481,0
5482,9
5483,1
5484,9
5485,2
5486,4
5487,8
5488,9
5489,3
5490,1
5491,1
5492,2
5493,1
5494,9
5495,5
5496,9
5497,9
5498,9
5499,9
5500,9
5501,9
5502,4
5503,6
5504,1
5505,8
5506,0
5507,1
5508,3
5509,3
5510,1
5511,1
5512,5
5513,9
5514,9
5515,1
5516,4
5517,4
5518,1
5519,9
5520,9
5521,1
5522,3
5523,9
5524,5
5525,1
5526,4
5527,0
5528,1
5529,6
5530,3
5531,9
5532,9
5533,4
5534,9
5535,9
5536,1
5537,1
5538,2
5539,9
5540,6
5541,1
5542,3
5543,9
5544,6
5545,1
5546,0
5547,9
5548,4
5549,0
5550,1
5551,2
5552,1
5553,9
5554,1
5555,1
5556,9
5557,1
5558,1
5559,1
5560,1
5561,3
5562,9
5563,5
5564,9
5565,7
5566,1
5567,1
5568,8
5569,3
5570,2
5571,1
5572,6
5573,4
5574,5
5575,9
5576,9
5577,6
5578,3
5579,5
5580,9
5581,9
5582,1
5583,5
5584,5
5585,6
5586,9
5587,9
5588,1
5589,5
5590,3
5591,8
5592,9
5593,2
5594,5
5595,6
5596,6
5597,1
5598,4
5599,2
5600,9
5601,2
5602,9
5603,5
5604,0
5605,3
5606,3
5607,4
5608,6
5609,4
5610,1
5611,1
5612,5
5613,5
5614,4
5615,9
5616,9
5617,8
5618,9
5619,1
5620,1
5621,9
5622,2
5623,9
5624,9
5625,4
5626,6
5627,9
5628,8
5629,1
5630,9
5631,8
5632,6
5633,1
5634,3
5635,9
5636,3
5637,2
5638,2
5639,9
5640,6
5641,6
5642,9
5643,0
5644,0
5645,1
5646,1
5647,2
5648,0
5649,1
5650,9
5651,2
5652,1
5653,6
5654,9
5655,1
5656,9
5657,3
5658,9
5659,1
5660,1
5661,9
5662,1
5663,9
5664,9
5665,9
5666,9
5667,2
5668,1
5669,9
5670,4
5671,6
5672,1
5673,5
5674,9
5675,1
5676,6
5677,5
5678,8
5679,9
5680,1
5681,6
5682,5
5683,2
5684,5
5685,3
5686,3
5687,1
5688,0
5689,1
5690,1
5691,3
5692,3
5693,5
5694,0
5695,9
5696,9
5697,2
5698,6
5699,9
5700,3
5701,1
5702,9
5703,3
5704,9
5705,1
5706,6
5707,1
5708,9
5709,0
5710,9
5711,9
5712,6
5713,6
5714,1
5715,6
5716,7
5717,1
5718,1
5719,9
5720,3
5721,4
5722,3
5723,7
5724,1
5725,8
5726,9
5727,7
5728,1
5729,6
5730,9
5731,2
5732,6
5733,1
5734,9
5735,5
5736,6
5737,6
5738,1
5739,9
5740,1
5741,6
5742,1
5743,9
5744,1
5745,7
5746,5
5747,0
5748,2
5749,1
5750,6
5751,5
5752,2
5753,9
5754,6
5755,1
5756,1
5757,9
5758,6
5759,6
5760,2
5761,5
5762,9
5763,1
5764,9
5765,3
5766,1
5767,5
5768,9
5769,0
5770,2
5771,1
5772,4
5773,8
5774,9
5775,9
5776,6
5777,6
5778,6
5779,1
5780,2
5781,3
5782,6
5783,7
5784,1
5785,2
5786,9
5787,3
5788,6
5789,8
5790,1
5791,6
5792,1
5793,9
5794,9
